"Term_ID
[ENGLISH]



Data Type
Integer","Term
[OPERATING LANGUAGE]



Data Type
Character String","Term_Abbreviation
[OPERATING LANGUAGE]


Data Type
Character String

Note - Only if an accepted abbreviation exists","Country code
[ENGLISH]



Data Type
Character String

Note - Only when identifying a national term equivalent","Definition
[OPERATING LANGUAGE]



Data Type
Character String","Term
[OPERATING LANGUAGE - ALTERNATIVE CHARACTER SET]

Data Type
Character String

Note - This field contains the term 
in the operating language but using 
an alternative character set 
(For example, terms written in Korean 
but with Chinese characters). 
Its use is optional. ","Term in English
[ENGLISH]



Data Type
Character String","Entry Status
[OPERATING LANGUAGE]



Data Type
Must be one of 
'notValid'
'valid'
'superseded'
'retired'.","Term Clasification
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of the following
'preferred'
'admitted'
'deprecated'","Review Indicator
[OPERATING LANGUAGE]



Data Type
Character String
Values = empty field or 'Under Review 
in Source Standard')","Authoritative Source
[ENGLISH]


Data Type
Character String","Similarity to Authoritative Source
[ENGLISH]


Data Type
Integer
Must be one of the 
following codes
'identical' = 1
'restyled' = 2
'context added' = 3
'generalisation' = 4
'specialisation' = 5
'unspecified' = 6","Lineage Source
[OPERATING LANGUAGE]


Data Type
Character String","Similarity to Lineage Source
[OPERATING LANGUAGE]

Data Type
Integer
Must be one of the 
following codes
'identical' = 1
'restyled' = 2
'context added' = 3
'generalisation' = 4
'specialisation' = 5
'unspecified' = 6
","Term Synonyms
[OPERATING LANGUAGE]


Data Type
Character String","Date Accepted
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Date Amended
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Review
Date
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Review Status
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of 
'pending'
'tentative'
'final'","Review Type
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of
'supersession', 
'retirement'","Review
Decision
[OPERATING LANGUAGE]

Data Type
Character String
Must be one of
'withdrawn', 
'accepted'
'notAccepted'","Review Decision
Date
[OPERATING LANGUAGE]

Data Type
Date
yyyy-mm-dd","Review Decision
Event
[OPERATING LANGUAGE]

Data Type
Character String","Review Decision
Notes
[OPERATING LANGUAGE]

Data Type
Character String
","Example_1
[OPERATING LANGUAGE]



Data Type
Character String","Note_1
[OPERATING LANGUAGE]



Data Type
Character String","Example_2
[OPERATING LANGUAGE]



Data Type
Character String","Note_2
[OPERATING LANGUAGE]



Data Type
Character String","Example_3
[OPERATING LANGUAGE]



Data Type
Character String","Note_3
[OPERATING LANGUAGE]



Data Type
Character String","Example_4
[OPERATING LANGUAGE]



Data Type
Character String","Note_4
[OPERATING LANGUAGE]



Data Type
Character String","Example_5
[OPERATING LANGUAGE]



Data Type
Character String","Note_5
[OPERATING LANGUAGE]



Data Type
Character String","Example_6
[OPERATING LANGUAGE]



Data Type
Character String","Note_6
[OPERATING LANGUAGE]



Data Type
Character String","Example_7
[OPERATING LANGUAGE]



Data Type
Character String","Note_7
[OPERATING LANGUAGE]



Data Type
Character String","Example_8
[OPERATING LANGUAGE]



Data Type
Character String","Note_8
[OPERATING LANGUAGE]



Data Type
Character String","Glossary
Release
[ENGLISH]


Data Type
Integer
Must be one of the following codes
'release1' = 1
'release1_retired' = -1
'release2' = 2
'release2_retired' = -2
etc
"
256,간격 척도,,,값의 순서와 값 사이의 거리 차를 설명하는 데 사용할 수 있는 임의의 원점을 가진 척도 ,,interval scale,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,비고: 간격 척도로 측정된 값의 비율은 의미가 없다.,,,,,,,,,,,,,,,
257,역산출 <커버리지>,,,연관된 피처 속성 값에 근거하여 커버리지 영역에서 객체 집합을 선택하는 것,,inverse evaluation<coverage>,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
258,고립 절점,,,어느 변에도 결합되어 있지 않은 절점,,isolated node,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
259,동형,,,"두 영역(예: 두 개의 복합체)이 일 대 일로 대응되며, 각 영역 간에 구조 보존 함수와 두 함수의 합성이 양방향으로 대응하는 식별 특성 함수 관계",,isomorphism,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 기하 복합체는 만일 그 요소가 서로 일 대 일로 차원 및 경계 보존 대응 관계에 있다면, 위상 복합체와 동형이다.",,,,,,,,,,,,,,,
260,항목,,,"개별적으로 기술될 수 있거나, 고려될 수 있는 것",,item,retired,,,ISO 2859-1,1,"ISO 19114:2003 ,4.7",1,,2008-12-19,2013/12/15,2010-07-09,final,supersession,accepted,2013-12-15,Publication of ISO 19157:2013,The entry has been superseded. An entry with a revised definition has been published in ISO 19157:2013,,"비고: 피처, 피처 관계, 피처 속성 또는 이것들의 조합과 같은 데이터셋의 특정 부분이 항목이 될 수 있다. ",,,,,,,,,,,,,,,-1
261,항목 클래스,,,공통의 특성을 갖는 항목의 집합,,item class,valid,preferred,,ISO 19135:2005,1,KS X ISO 19135,,,2009-12-29,,,,,,,,,,"비고: 여기서 클래스는 인스턴스 집합의 추상화된 개념이 아닌, 인스턴스 집합을 언급하기 위해 사용된다.",,,,,,,,,,,,,,,
263,율리우스날짜,,,전날 정오 이후 경과한 날을 소수로 표현한 율리우스 일수,,Julian date,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
264,율리우스 일수,,,"기원전 4713년 1월 1일 그린위치 평균 정오 이후 경과한 일수, 율리우스 예상 달력",,Julian day number,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
265,교차점,,,진입 및 진출 링크와 회전의 관련 모음으로 구성된 네트워크상의 단일 위상 절점,,junction,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,비고: 교차점은 절점의 별칭이다.,,,,,,,,,,,,,,,
267,레이어,,,서버에서 지도로 요청될 수 있는 지리 정보의 기본 단위,,layer,valid,preferred,,ISO 19128:2005,1,KS X ISO 19128,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
268,어휘 언어,,,문자열로 정의된 기호를 통해 표현되는 문법을 갖는 언어,,lexical language,valid,preferred,,"ISO 19101-1:2014, 4.1.24",1,ISO 19101:2002,1,,2008-12-30,,2010-10-12,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,,,,,,,,,,,,,,,,1
670,라이선스,,,"불법이 아닌 권리를 행사하는 법적 권한으로, 시스템 관계자에게 허가된 승인 또는 승인의 증명",,license,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
269,수명,,,어떤 대상이 존재하는 기간,,life span,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,비고: 유효 시간 수명은 모델링된 현실에서 객체가 존재하는 동안의 기간이다. 처리 시간 수명은 데이터 베이스 객체가 데이터 베이스에서 통용되는 기간이다.,,,,,,,,,,,,,,,
270,선열,,,직선 조각으로 구성된 곡선 ,,line string,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
617,선형 좌표계,,,축이 선형 피처로 이루어진 1차원 좌표 체계,,linear coordinate system,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,"보기: 송유관의 거리, 유정 깊이",,,,,,,,,,,,,,,,
271,선형 측위 시스템,,,참조 점으로부터 경로를 따라 거리를 측정하는 측위 시스템,,linear positioning system,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,비고: 도로에서 미리 규정된 마일이나 킬로미터의 원점과 결합되어 사용되는 주행 거리계는 위치에 대한 선형 참조를 제공한다.,,,,,,,,,,,,,,,,
272,선형 참조 체계,,,선형 지리 피처의 조각과 그 조각에 위치한 점까지의 거리를 통해 위치를 식별하는 참조 체계 ,,linear reference system,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,비고: 선형 참조 체계는 운송(예를 들어 고속도로명과 마일 또는 킬로미터의 이정표)에 널리 사용된다,,,,,,,,,,,,,,,
273,선형 참조 시스템,,,참조 점으로부터 경로를 따라 거리를 측정하는 측위 시스템,,linear referencing system,superseded,,,"ISO 19133:2005, 4.7",1,,,,2006-12-01,2012/02/15,2009-02-02,final,supersession,accepted,2012/02/15,Publication of ISO 19148:2012,The entry has been superseded. An entry with a revised definition has been published in ISO 19148:2012.  Revision in this strandard is required.,,"비고: 고속도로상의 점들이나 구간에 관한 위치 정보를 검색, 유지 관리, 저장하는 위치 참조 방법과 같이, 시스템은 하나의 선형피처를 따라 있는 특정 점들의 레코드들을 결정하고 보유하는 일련의 전체 절차들을 포함한다.",,,,,,,,,,,,,,,-1
274,링크,,,"변과 방향으로 구성되어 있는, 두 절점(교차점) 간의 방향성 있는 위상적 연결",,link,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,비고: 링크는 방향성 변의 별칭이다.,,,,,,,,,,,,,,,
275,링크 위치,,,해당 링크에 대해 엄격한 단일 측정을 통해 정의된 링크상의 네트워크 내 위치,,link position,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,"비고: 링크 위치는 종종 네트워크 내에 없는 대상 피처에 연관된다. 이 경우, 출발점이나 주소로부터의 거리가 가장 일반적인 링크측정으로 사용된다.  ""주소""를 지리적 위치화하는 것이 가장 일반적인 링크 위치로 사용된다.   ",,,,,,,,,,,,,,,
501,지역데이텀,,,좌표 체계와 지역 참조와의 관계를 설명하는 공학 데이텀,,local datum,valid,admitted,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,보기: 참조 점에서 몇 킬로미터 이내에 포함된 상대 위치를 식별하는 체계  ,비고: 공학 데이텀은 측지 원점 및 수직 데이텀 모두를 포함하지 않는다.,,,,,,,,,,,,,,,
507,현장,,,문자열 해석에 적용 가능한 문화 및 언어적 환경,,locale,valid,preferred,Being considered for supersession in revision of ISO 19160-1 (N3735),"ISO 19135:2005, 4.1.7",1,,,,2009-12-29,,2014-03-25,pending,supersession,,,,,,,,,,,,,,,,,,,,,1
276,위치,,,식별 가능한 지리적 장소,,location,valid,preferred,,ISO 19112:2003,1,KS X ISO 19112,,,2009-12-29,,,,,,,,,"보기: ""에펠 타워"", ""마드리드"", ""캘리포니아""",,,,,,,,,,,,,,,,
278,위치 기반 서비스,LBS,,"서비스를 요구하는 클라이언트, 객체, 사람 등의 위치에 따라 서비스의 응답이나 기타 특성이 결정되는 서비스 ",,location based service,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,
279,위치 종속 서비스,LDS,,클라이언트 위치에 따라 서비스의 활용 여부가 결정되는 서비스,,location dependent service,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,
672,약결합 인터페이스,,,"공통 분류 정의를 바탕으로 하며, 메시지 포맷 명세와 표현 그리고 서비스의 내부 구현과 무관한 메시지 기반의 서비스 인터페이스",,loosely coupled interface,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,비고: '결합' 참고,,,,,,,,,,,,,,,
280,주요 도로 규칙,,,경로 지시 대신에 차량의 회전에 사용되는 기준들의 집합; 절점에 사용된 기본지시 ,,main-road rule,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,"비고: 이 규칙은 주어진 입구 링크로 사용된 하나의 절점(교차점)에서 무엇을 하는 것이 ""가장 자연스러운가""를 나타낸다. 가장 일반적인 버전은 ""가능한 한 직진""이다. 또는 가장 확실한 진입 거리 확장에서 회전해서 나가는 것이다. 이때 진입 거리는 반드시 항상은 아니지만, 보통 진입했던 동일한 이름을 가진 거리이다. 하나의 경로에서의 모든 절점은 하나의 지시에 연관되거나, 혹은 주요 도로규칙에 의해 내비게이션될 수 있다.",,,,,,,,,,,,,,,
281,기동,,,경로의 조합에 사용된 관련 링크와 회전의 모음 ,,"maneuver,manœuvre",valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,"비고: 기동은 편리하고 정당한 조합으로 회전을 군집화하는 데 사용된다. 이는 단일 회전과 빠른 회전들의 조합(회전하고 즉시 반대 방향으로 회전하는 미국 중서부에서는 ""jogs"")처럼 단순할 수도 있고, 혹은 입구, 출구 및 연결 도로(영국의""magicroundabouts"")로 구성되는 매우 복잡한 조합일 수 있다.",,,,,,,,,,,,,,,
282,지도,,,지리 정보를 컴퓨터 화면에 표시하기 적합한 수치 영상 파일로 묘화한 것,,map,valid,preferred,,ISO 19128:2005,1,KS X ISO 19128,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
618,지도 투영,,,타원 체좌표계를 평면으로 좌표 전환,,map projection,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
284,평균 해수면,,,모든 단계의 조수위와 계절 변화에 대한 해수면의 평균 높이,,mean sea level,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,"비고: 통상, 지역적 의미로 평균 해수면은, 하나 이상의 지점을 일정한 기간 동안 관측한 그 영역의 평균 해수면을 말한다. 전지구적인 의미로 평균 해수면은 전지구적인 지오이드와 2m 이하의 차로 받아들여진다.",,,,,,,,,,,,,,,
559,측정량,,,측정에 따라 얻어진 특정량  ,,measurand,valid,preferred,,International Vocabulary of Basic and General Terms in Metrology (VIM),1,KS X ISO 19104,,,2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,
286,측정 <GML>,,,축척에 의한 수치나 스칼라 참조 체계를 이용하여 표시한 값,,measure <GML>,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,"비고: 명사로 사용할 경우, 측정은 물리량과 동일한 의미이다.",,,,,,,,,,,,,,,
287,매체,,,데이터를 저장 또는 전달하기 위한 물질 또는 중개 수단,,medium,valid,preferred,,"ISO 19118:2011, 4.26",1,ISO 19118:2005,1,,2008-12-30,,2007-01-23,final,,accepted,2011/10/15,Publication of ISO 19118:2011,Authoritative reference changed from ISO 19118:2005 to ISO 19118:2011. Lineage source added as ISO 19118:2005.,,,,,,,,,,,,,,,,,1
711,자오선,,,타원체와 그 타원체의 최단 반경을 포함하는 평면 간의 교차선,,meridian,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,비고: 이 용어는 완벽하게 폐합된 지형지물이라기 보다는 극과 극을 연결하는 호로 사용된다.,,,,,,,,,,,,,,,
289,메타데이터,,,데이터에 관한 데이터,,metadata,superseded,,,"ISO 19115:2003, 4.5",1,ISO 19113,1,,2008-12-30,2014/04/01,2011-01-01,final,supersession,accepted,2014/04/01,Publication of ISO 19115-1:2014,The entry has been superseded. An entry with a revised definition has been published in ISO 19115-1:2014,,,,,,,,,,,,,,,,,-1
290,메타데이터 요소,,,메타데이터를 구성하는 단위,,metadata element,valid,preferred,,"ISO 19115-1:2014, 4.11",1,ISO 19115:2003,1,,2008-12-30,,2011-01-01,final,,accepted,2014/04/01,Publication of ISO 19115-1:2014,Authoritative reference changed from ISO 19115:2003 to ISO 19115-1:2014.,,비고 1: 메타데이터 요소는 메타데이터 개체 내에서 유일하다,,비고 2: UML 용어에서 속성과 대응되는 용어이다.,,,,,,,,,,,,,1
291,메타데이터 개체,,,데이터의 동일한 측면을 기술하는 메타데이터 요소들의 집합,,metadata entity,valid,preferred,,"ISO 19115-1:2014, 4.12",1,ISO 19115:2003,1,,2008-12-30,,2011-01-01,final,,accepted,2014/04/01,Publication of ISO 19115-1:2014,Authoritative reference changed from ISO 19115:2003 to ISO 19115-1:2014.,,비고 1: 하나 이상의 메타데이터 개체를 포함할 수 있다. ,,비고 2: UML 용어로 클래스에 해당한다.,,,,,,,,,,,,,1
292,메타데이터 스키마,,,메타데이터를 기술하는 개념적 스키마,,metadata schema,retired,,,"ISO 19101:2002, 4.21",1,,,,2008-12-30,2014/11/01,2010-10-12,final,retirement,accepted,2014/11/01,Publication of ISO 19101-1:2014,The entry has been omitted from the superseding standard  (ISO 19101-1:2014).,,비고: KS X ISO 19115는 메타데이터 스키마를 기술하는 표준이다. ,,,,,,,,,,,,,,,-1
293,메타데이터 섹션,,,관련된 메터데이터 개체와 메타데이터 요소의 모음으로 구성된 메터데이터의 하위 집합,,metadata section,valid,preferred,,"ISO 19115-1:2014, 4.13",1,ISO 19115:2003,1,,2008-12-30,,2011-01-01,final,,accepted,2014/04/01,Publication of ISO 19115-1:2014,Authoritative reference changed from ISO 19115:2003 to ISO 19115-1:2014.,,비고: UML 용어에서 패키지에 대응되는 용어이다.,,,,,,,,,,,,,,,1
294,메타모델 <UML>,,,모델을 표현하기 위한 언어를 정의하는 모델,,metamodel <UML>,valid,preferred,Being considered for supersession in revision of ISO/TS 19103:2005 (ISO/DIS 19103:2013),ISO/IEC 19501,2,"ISO/TS 19103:2005 ,4.2.17",1,,2009-12-29,,2009-08-31,pending,supersession,,,,,,,,,,,,,,,,,,,,,1
295,방법 <UML>,,,연산의 구현,,method <UML>,valid,preferred,,ISO/IEC 19501:2005 (Adapted from),2,KS X ISO 19103,,메서드,2009-12-29,,,,,,,,,,비고: 방법은 연산과 관련된 알고리듬 또는 순서를 기술한다.,,,,,,,,,,,,,,,
299,모델,,,현실의 한 부분을 추상화한 것 ,,model,valid,preferred,,ISO 19109:2005,1,KS X ISO 19109,,,2006-05-01,,,,,,,,,,,,,,,,,,,,,,,,,
300,달,,,달의 순환주기와 명목상 같은 지속 기간을 갖는 기간,,month,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,비고: 한 달의 기간은 일로 표현되는 정수이다. 한 달에서 날짜 수는 특정 달력의 규칙에 의해 결정된다. ,,,,,,,,,,,,,,,
301,이동,,,특정 기준계에서 좌표 값의 변화로 표현되는 시간에 따른 객체의 위치변화,,motion,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,보기: 차량 또는 플랫폼에 탑재된 측위 센서의 이동 또는 측위 시스템에 의해 추적된 객체의 이동,,,,,,,,,,,,,,,,
304,다중성 <UML>,,,집합에서 허용 가능한 관계수의 범위에 대한 사양,,multiplicity <UML>,valid,preferred,,ISO/IEC 19501:2005 (Adapted from),2,KS X ISO 19103,,,2009-12-29,,,,,,,,,,"비고: 다중성 명세는 연관의 역할로, 합성 및 반복 또는 목적의 부분으로 주어질 수 있다. 필수적으로 다중성은 음이 아닌 정수의 부분 집합(무한대 가능)이다. 관계수와 비교",,,,,,,,,,,,,,,
838,이름 공간,,,"URI를 통해 식별 가능한, XML 문서에서 요소 명과 속성 명으로서 사용된 이름들의 모음 ",,namespace,valid,preferred,,W3C XML,1,KS X ISO 19104,,네임스페이스,2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,
306,내비게이션,,,"라우팅, 경로 운행 및 추적의 조합 ",,navigation,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,"비고: '내비게이션'은 일반적 용어로 사용되나, 본 표준의 용어 정의에서는 각 절차를 분할한다. ",,,,,,,,,,,,,,,
740,내비게이션 제약 조건,,,"차종, 물리적, 시간적 제약 조건과 같이 차량의 링크나 회전에 대한 제약 조건",,navigation constraint,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,
307,인접군,,,"내부에 명시된 직접 위치를 포함하고, 정의된 직접 위치로부터의 지정된 거리내에 있는 모든 직접 위치를 포함하는 기하 집합",,neighbourhood,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
308,망,,,"0차원 객체 집합(교차점)과 이를 연결하는 1차원 객체 집합(링크)으로 구성된 추상 구조. 여기서 링크는 하나의 시작(원점, 소스) 교차점과 종료(도착지, 싱크) 교차점에 각각 연관되어 있다. ",,network,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,네트워크,2006-12-01,,,,,,,,,,비고: 네트워크는 기본적으로 내비게이션 문제의 논의의 영역이다. 네트워크는 하나의 1차원 위상 복합체이다. 이 점에서 링크와 방향성 변의 관계와 같이 교차점과 위상 절점은 동의어이다.,,,,,,,,,,,,,,,
309,절점,,,0차원의 위상 원시 객체,,node,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,노드,2009-12-29,,,,,,,,,,비고: 절점의 경계는 공집합이다.,,,,,,,,,,,,,,,
310,부적합,,,시험 대상(IUT)이 규정된 한 개 이상의 요건을 만족시키지 못해 실패한 것 ,,non-conformance,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,
311,북향 거리,N,,좌표 체계상에서 동서 기준선에서부터 북쪽(양수) 또는 남쪽(음수)으로 관측한 직선거리,,northing,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
312,객체,,,상태와 행태를 캡슐화한 잘 정의된 경계와 식별특성을 갖는 개체 ,,object,valid,preferred,,"OMG/UML UML Semantics, version 1.3, 1997.",1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 상태는 속성과 관계에 의해 표현되고, 행태는 연산, 방법 그리고 상태 메커니즘을 통해 표현된다. 객체는 클래스의 인스턴스이다. 클래스, 인스턴스를 참조",,,,,,,,,,,,,,,
313,객체 <UML>,,,상태와 행태를 캡슐화한 잘 정의된 경계와 식별특성을 갖는 개체 ,,object <UML>,valid,preferred,,ISO/IEC 19501:2005 (Adapted from),2,KS X ISO 19103,,,2009-12-29,,,,,,,,,,"비고: 상태는 속성과 관계에 의해 표현되고, 행태는 연산, 방법 그리고 상태 메커니즘을 통해 표현된다. 객체는 클래스의 인스턴스이다. 클래스, 인스턴스를 참조",,,,,,,,,,,,,,,
693,관측 유형,,,관측의 결과가 물리량인 데이터 유형,,observable type,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
316,개방형 시스템 환경,,,"사용자 관점에서 응용, 데이터, 또는 사람에 대한 이식성 및 상호 운용성을 위한 인터페이스, 서비스, 지원 포맷 및 이들의 프로파일로 구성된 포괄적 집합",,open systems environment,valid,preferred,,ISO/IEC TR 10000-1:1998,1,KS  X ISO/IEC 10000-1,,,2002-08-29,,,,,,,,,,,,,,,,,,,,,,,,,
317,연산 조건,,,측위 시스템에서 좌표 값의 결정에 영향을 주는 매개 변수 ,,operating conditions,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: 현장에서 요구되는 측량은 기상조건, 계산 방법과 제약 조건, 불완전한 기계의 구성, 미숙한 기계 조정 또는 계기 보정, 특히 광학 측량 시스템의 경우, 관찰자 개인의 편견 등 도구와 환경에 의해 많은 영향을 받는다. 측위 솔루션은 관측된 데이터의 기하학적 관계와 처리하는 소프트웨어에 사용된 수학 모델의 영향을 받을 수 있다.",,,,,,,,,,,,,,,
318,연산,,,객체 실행을 호출할 수 있는 변환 및 질의에 대한 사양,,operation,valid,preferred,,ISO 19119:2005,1,KS X ISO 19119,,,2009-12-29,,,,,,,,,,비고 1: 연산은 이름과 매개 변수 목록을 갖는다.,,비고 2: 연산에 대한 논의는 KS X ISO 19119의 7.2절을 참조하라. ,,,,,,,,,,,,,
319,연산 <UML>,,,행태에 영향을 주기 위하여 객체로 부터 요청될 수 있는 서비스,,operation <UML>,valid,preferred,Being considered for supersession in revision of ISO/TS 19103:2005 (ISO/DIS 19103:2013),ISO/IEC 19501,2,"ISO/TS 19103:2005 ,4.2.21",1,,2009-12-29,,2009-08-31,pending,supersession,,,,,,비고 1: 연산은 가능한 실제 매개 변수를 제약할 수 있는 서명을 갖는다.,,비고 2: UML 참조 매뉴얼에서의 정의: 객체 실행을 호출할 수 있는 변환 및 질의 사양,,"비고 3: 연산은 이름과 매개 변수의 목록을 갖는다. 방법은 연산을 구현하는 절차이며, 알고리듬 또는 절차 설명을 갖는다.",,,,,,,,,,,1
320,광학 측위 시스템,,,빛의 특성에 의해 객체의 위치를 결정하는 측위 시스템,,optical positioning system,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,"보기: 토탈스테이션: 전자 세오돌라이트와 전자 거리 측정 도구를 통합하여 자동 계산을 할 수 있도록, 하나의 단위로 마이크로프로세서가 내재된 통합 광학 측위 시스템을 가리켜 보편적으로 사용되는 용어",,,,,,,,,,,,,,,,
321,순서 연대,,,시대순으로 명명된 기간들 중 하나 ,,ordinal era,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
322,서수 척도,,,객체의 상대 위치를 측정하기 위한 기초를 제공하는 척도 ,,ordinal scale,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
323,서수 시간 참조 체계,,,순서 연대의 계층 구조로 구성된 시간 참조 체계,,ordinal temporal reference system,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
325,패키지 <UML>,,,요소를 그룹으로 조직화하기 위한 일반 목적의 메커니즘,,package <UML>,valid,preferred,,ISO/IEC 19501:2005 (Adapted from),2,KS X ISO 19103,,,2009-12-29,,,,,,,,,,비고: 패키지는 다른 패키지에 속할 수 있다. 모델 요소와 다이어그램 둘 다 하나의 패키지로 나타날 수 있다. ,,,,,,,,,,,,,,,
326,통과 판정,,,시험 적합 판정 ,,pass verdict,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,
677,수동 객체,,,"외부 자극에만 반응할 수 있으며, 자체적으로 활동하지 못하는 객체",,passive object,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,"비고: 보통 수동 객체는 외부 인터페이스를 통해 접근할 수 있으며, 요청을 받게 되면 이를 처리하고, 응답 데이터를 반환한다. 객체가 하나 이상의 유형을 갖기 때문에 하나의 객체가 능동 또는 수동 상태를 가질 수 있다. 예를 들면, 특정 요청에 따라 내부 트리거를 기반으로 추적 활동을 시작하는 객체의 경우, 추적 서비스는 추적 요청이 활성화된 기간동안 수면 상태에 놓일 수 있으며, 추적 요청이 해제되면, 객체는 수동 상태로 되돌아갈 수 있다.",,,,,,,,,,,,,,,
678,수동 추적,,,"차량 또는 여행자의 추적 장치가 정해진 위치의 외부 센서 범위를 통과할 때, 차량 또는 여행자의 위치 측정이 가능하도록 외부에 설치한 고정 센서에 따른 추적",,passive tracking,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,수동 트래킹,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
